species_category,page_url,table_index,row_index,document_name,document_author,document_year,table_caption,Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Sample Size,Location,Type,California Counties,Countries,page_number,Exposure Endpoint Type,Units,Condition,Error,Age-Specific,Lab,parsed_document_title,parsed_authors,parsed_issue,parsed_volume,parsed_year,parsed_journal
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Hawks, Owls and WildlifeAuthor(s)Craighead, John J. and Frank C. Craighead, Jr.Pages443PublisherDover Publications, Inc.YearWednesday, January 1, 1969 - 12:00",,,"observed range of movement, based on observations of individuals",Not Reported,Adult,8 birds,Superior Township,Exposure Factor Datasets,,,28,Territory Size,mi^2,,,,,"Hawks, Owls and Wildlife","Craighead, John J., Frank C. Craighead, Jr.Pages443PublisherDover Publications, Inc",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Hawks, Owls and WildlifeAuthor(s)Craighead, John J. and Frank C. Craighead, Jr.Pages443PublisherDover Publications, Inc.YearWednesday, January 1, 1969 - 12:00",,4.2,number of fledglings produced per pair,Not Reported,Fledgling,10 nests,Jackson Hole,Exposure Factor Datasets,,,28,Fledging or Weaning Rate,fledglings/pair,,,,,"Hawks, Owls and Wildlife","Craighead, John J., Frank C. Craighead, Jr.Pages443PublisherDover Publications, Inc",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Premigratory fat in the American kestrelAuthor(s)Gessaman, James A.Pages625-626YearMonday, January 1, 1979 - 12:00Issue4Volume91",,,mean percent body fat as measured by fat extraction from April to September,Male,Adult,14,Cache county,Exposure Factor Datasets,,,28,Body Fat (total or %),%,premigratory,,,,Premigratory fat in the American kestrel,"Gessaman, James A.Pages625-626",4,91,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Longevity records of North American birds: Gaviidae through AlcidaeAuthor(s)Clapp, Roger B., M. Kathleen Klimkiewicz and John H. KennardPages81-124YearFriday, January 1, 1982 - 12:00Issue2Volume53",,7-Nov,from USFWS Bird Banding Laboratory data,Not Reported,Adult,1832 band recoveries,,Exposure Factor Datasets,,USA,28,Longevity,yr-mo,,,,,Longevity records of North American birds: Gaviidae through Alcidae,"Clapp, Roger B., M. Kathleen Klimkiewicz, John H. KennardPages81-124",2,53,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Nesting ecology of mourning doves in a cold desert ecosystemAuthor(s)Howe, Frank P. and Lester D. FlakePages467-472YearSunday, January 1, 1989 - 12:00Issue3Volume101",,75%,proportion of active nests that fledged young,Both Male and Female,Adult,24 nests,Idaho National Engineering Laboratory,Exposure Factor Datasets,,,28,Fledging or Weaning Rate,,,,,,Nesting ecology of mourning doves in a cold desert ecosystem,"Howe, Frank P., Lester D. FlakePages467-472",3,101,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Nesting ecology of mourning doves in a cold desert ecosystemAuthor(s)Howe, Frank P. and Lester D. FlakePages467-472YearSunday, January 1, 1989 - 12:00Issue3Volume101",,,mean number of fledglings per successful nest (over three years),Both Male and Female,Adult,5-7 nests/yr,Idaho National Engineering Laboratory,Exposure Factor Datasets,,,28,Fledging or Weaning Rate,,,,,,Nesting ecology of mourning doves in a cold desert ecosystem,"Howe, Frank P., Lester D. FlakePages467-472",3,101,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Reproductive success of mourning doves near a nuclear generating plantAuthor(s)Faanes, Craig A.Pages201-204YearSaturday, January 1, 1977 - 12:00Issue4Volume49",,1.8,mean number of young fledged per successful nest,Both Male and Female,Fledgling,358 nests,Prairie Island Nuclear Generating Plant,Exposure Factor Datasets,,,28,Fledging or Weaning Rate,,,,,,Reproductive success of mourning doves near a nuclear generating plant,"Faanes, Craig A.Pages201-204",4,49,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Crop milk and clutch size in mourning dovesAuthor(s)Blockstein, David E.Pages11-25YearSunday, January 1, 1989 - 12:00Issue1Volume101",,see figures,"growth rates of nestling weight, body length, wing chord, tail length, 6th primary",Both Male and Female,Nestling,178 birds,J. Clark Salyer National Wildlife Refuge,Exposure Factor Datasets,,,28,Growth Rate,,,,,,Crop milk and clutch size in mourning doves,"Blockstein, David E.Pages11-25",1,101,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Mourning Dove (Zenaida macroura)Author(s)Mirarchi, Ralph E. and Thomas S. BaskettPages1-32PublisherThe Academy of Natural Sciences; Philadelphia PA: The American Ornithologists' Union, Washington, D.C.YearSaturday, January 1, 1994 - 12:00",,review,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,"CANADA, MEXICO, USA",28,"Age at Fledging, Metamorphosis, Weaning",,,,,,Mourning Dove (Zenaida macroura),"Mirarchi, Ralph E., Thomas S. BaskettPages1-32PublisherThe Academy of Natural Sciences; Philadelphia PA: The American Ornithologists' Union, Washington, D.C",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Mourning Dove (Zenaida macroura)Author(s)Mirarchi, Ralph E. and Thomas S. BaskettPages1-32PublisherThe Academy of Natural Sciences; Philadelphia PA: The American Ornithologists' Union, Washington, D.C.YearSaturday, January 1, 1994 - 12:00",,review,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,"CANADA, MEXICO, USA",28,Time of Mating/ Laying,,,,,,Mourning Dove (Zenaida macroura),"Mirarchi, Ralph E., Thomas S. BaskettPages1-32PublisherThe Academy of Natural Sciences; Philadelphia PA: The American Ornithologists' Union, Washington, D.C",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:An eleven-year summary of mourning dove observations in the westAuthor(s)McClure, H. ElliottPages335-346YearSunday, January 1, 1950 - 12:00Volume15",,1.87,average number of fledglings per successful nest,Not Reported,Fledgling,185 successful nests,near Bakersfield,Exposure Factor Datasets,Kern,,28,Fledging or Weaning Rate,fledglings/nest,,,,,An eleven-,"McClure, H. ElliottPages335-346",,15,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:An eleven-year summary of mourning dove observations in the westAuthor(s)McClure, H. ElliottPages335-346YearSunday, January 1, 1950 - 12:00Volume15",,Mar-Sep,period from beginning to end of nesting,Both Male and Female,Adult,335 nest attempts,near Bakersfield,Exposure Factor Datasets,Kern,,28,Time of Nesting,,,,,,An eleven-,"McClure, H. ElliottPages335-346",,15,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Fall-winter habitat use and food habits of doves in southwestern OklahomaAuthor(s)Lewis, James C., John A. Morrison, Victor J. Heller and John W. AultPages678-690YearFriday, January 1, 1982 - 12:00Volume36",,,distance flown from night roosts to feeding sites,Not Reported,Not Reported,Not Reported,Jackson County (elev. 430 m),Exposure Factor Datasets,,,28,Foraging Distance,km,,,,,Fall-winter habitat use and food habits of doves in southwestern Oklahoma,"Lewis, James C., John A. Morrison, Victor J. Heller, John W. AultPages678-690",,36,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Fall-winter habitat use and food habits of doves in southwestern OklahomaAuthor(s)Lewis, James C., John A. Morrison, Victor J. Heller and John W. AultPages678-690YearFriday, January 1, 1982 - 12:00Volume36",,"haygrazer (15-96%), wheat (trace-31%), pricklepoppy (trace-19%), panic grass (trace-33%), maize (3-76%), pigweed (trace-14%), sunflower (trace-10%), spurge (trace-17%), wild bean (trace-44%), others (1-6%)",percent consumption by weight of 9 most frequently eaten foods (range over 7 months),Not Reported,Not Reported,Not Reported,Jackson County (elev. 430 m),Exposure Factor Datasets,,,28,Dietary Composition,%,,,,,Fall-winter habitat use and food habits of doves in southwestern Oklahoma,"Lewis, James C., John A. Morrison, Victor J. Heller, John W. AultPages678-690",,36,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Nesting and production of the mourning dove in TexasAuthor(s)Swank, Wendell G.Pages495-505YearSaturday, January 1, 1955 - 12:00Issue3Volume36",,165,peak monthly nesting density in study area,Both Male and Female,Adult,648 nests,Texas A&M College campus,Exposure Factor Datasets,,,28,Population Density,nests/81 acres,,,,,Nesting and production of the mourning dove in Texas,"Swank, Wendell G.Pages495-505",3,36,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Nesting and production of the mourning dove in TexasAuthor(s)Swank, Wendell G.Pages495-505YearSaturday, January 1, 1955 - 12:00Issue3Volume36",,4.4,mean number of nest attempts made per pair per year,Both Male and Female,Adult,7 marked pairs,Texas A&M College campus,Exposure Factor Datasets,,,28,Clutches or Litters per year,nests/yr,,,,,Nesting and production of the mourning dove in Texas,"Swank, Wendell G.Pages495-505",3,36,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Life history and productivity of a population of western mourning doves in CaliforniaAuthor(s)Cowan, John B.Pages505-521YearTuesday, January 1, 1952 - 12:00Issue4Volume38",,"waste rice, milo, watergrass, yellow star thistle, Turkey mullein seeds, waste wheat, canary grass, safflower, johnson grass","food items in crop contents, in order of importance",Not Reported,Adult,22 birds,Gray Lodge State Refuge,Exposure Factor Datasets,Butte,,28,Dietary Composition,,,,,,Life history and productivity of a population of western mourning doves in California,"Cowan, John B.Pages505-521",4,38,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Nesting ecology of mourning doves in fruit orchards in north-central WashingtonAuthor(s)Knight, Richard L., Dwight G. Smith, David M. Gaudet and Albert W. EricksonPages230-236YearSunday, January 1, 1984 - 12:00Issue3Volume58",,1.8,nesting pairs per 100 trees checked,Both Male and Female,Adult,4 orchards,Rufus Woods Lake area,Exposure Factor Datasets,,,28,Population Density,,,,,,Nesting ecology of mourning doves in fruit orchards in north-central Washington,"Knight, Richard L., Dwight G. Smith, David M. Gaudet, Albert W. EricksonPages230-236",3,58,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Comparative diets of burrowing owls in Oregon and WashingtonAuthor(s)Green, Gregory A., Richard E. Fitzner, Robert G. Anthony and Lee E. RogersPages88-93YearFriday, January 1, 1993 - 12:00Issue2Volume67",,"vertebrate (86.7%), invertebrate (13.3%)",diet composition by percent biomass in pellets,Both Male and Female,Adult,"pellets 5,559",Columbia Basin,Exposure Factor Datasets,,,28,Dietary Composition,,,,,,Comparative diets of burrowing owls in Oregon and Washington,"Green, Gregory A., Richard E. Fitzner, Robert G. Anthony, Lee E. RogersPages88-93",2,67,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Comparative diets of burrowing owls in Oregon and WashingtonAuthor(s)Green, Gregory A., Richard E. Fitzner, Robert G. Anthony and Lee E. RogersPages88-93YearFriday, January 1, 1993 - 12:00Issue2Volume67",,"vertebrate (89.9%), invertebrate (10.1%)",diet composition by percent biomass in pellets,Both Male and Female,Adult,769 pellets,Columbia Basin,Exposure Factor Datasets,,,28,Dietary Composition,,,,,,Comparative diets of burrowing owls in Oregon and Washington,"Green, Gregory A., Richard E. Fitzner, Robert G. Anthony, Lee E. RogersPages88-93",2,67,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Sexual size dimorphism, mate choice, and productivity of burrowing owlsAuthor(s)Plumpton, David L and R. Scott LutzPages724-727YearSaturday, January 1, 1994 - 12:00Issue3Volume111",,146,,Male,Adult,38 birds,Rocky Mountain Arsenal National Wildlife Area,Exposure Factor Datasets,,,28,Body Weight - Mean,g,,1.9 (SE),,,"Sexual size dimorphism, mate choice, and productivity of burrowing owls","Plumpton, David L, R. Scott LutzPages724-727",3,111,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Sexual size dimorphism, mate choice, and productivity of burrowing owlsAuthor(s)Plumpton, David L and R. Scott LutzPages724-727YearSaturday, January 1, 1994 - 12:00Issue3Volume111",,156,,Female,Adult,31 birds,Rocky Mountain Arsenal National Wildlife Area,Exposure Factor Datasets,,,28,Body Weight - Mean,g,,3.6 (SE),,,"Sexual size dimorphism, mate choice, and productivity of burrowing owls","Plumpton, David L, R. Scott LutzPages724-727",3,111,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Behavior and ecology of burrowing owls on the Oakland Municipal AirportAuthor(s)Thomsen, LisePages177-192YearFriday, January 1, 1971 - 12:00Volume73",,,proportion of nesting pairs that successfully fledged young (over two years),Both Male and Female,Adult,18 birds,Oakland Airport,Exposure Factor Datasets,,,28,Fledging or Weaning Rate,%,,,,,Behavior and ecology of burrowing owls on the Oakland Municipal Airport,"Thomsen, LisePages177-192",,73,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Behavior and ecology of burrowing owls on the Oakland Municipal AirportAuthor(s)Thomsen, LisePages177-192YearFriday, January 1, 1971 - 12:00Volume73",,April - June,,Both Male and Female,Adult,18 birds,Oakland Airport,Exposure Factor Datasets,,,28,Time of Nesting,,,,,,Behavior and ecology of burrowing owls on the Oakland Municipal Airport,"Thomsen, LisePages177-192",,73,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Burrowing Owl (Speotyto cunicularia)Author(s)Haug, Elizabeth A., Brian A. Millsap and Mark S. MartellPages1-20PublisherThe Academy of Natural Sciences; Philadelphia, PA: The American Ornithologists' Union, Washington, D.C.YearFriday, January 1, 1993 - 12:00",,review,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,"CANADA, MEXICO, USA",28,Duration of Incubation or Gestation,,,,,,Burrowing Owl (Speotyto cunicularia),"Haug, Elizabeth A., Brian A. Millsap, Mark S. MartellPages1-20PublisherThe Academy of Natural Sciences; Philadelphia, PA: The American Ornithologists' Union, Washington, D.C",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,1,1,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Burrowing Owl (Speotyto cunicularia)Author(s)Haug, Elizabeth A., Brian A. Millsap and Mark S. MartellPages1-20PublisherThe Academy of Natural Sciences; Philadelphia, PA: The American Ornithologists' Union, Washington, D.C.YearFriday, January 1, 1993 - 12:00",,review,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,"CANADA, MEXICO, USA",28,Hatching Success,,,,,,Burrowing Owl (Speotyto cunicularia),"Haug, Elizabeth A., Brian A. Millsap, Mark S. MartellPages1-20PublisherThe Academy of Natural Sciences; Philadelphia, PA: The American Ornithologists' Union, Washington, D.C",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:The effect of burrow site use on the reproductive success of a partially migratory population of western burrowing owls (Speotyto cunicularia hypugaea)Author(s)Botelho, Eugene S., and Patricia C. ArrowoodPages233-240YearThursday, January 1, 1998 - 12:00Issue3Volume32",,3.5,mean hatching success in artificial burrows,Not Reported,Juvenile,"8 clutches, 66 eggs",New Mexico State University,Exposure Factor Datasets,,,28,Hatching Success,eggs hatched/eggs laid,,2.9 SE,,,The effect of burrow site use on the reproductive success of a partially migratory population of western burrowing owls (Speotyto cunicularia hypugaea),"Botelho, Eugene S.,, Patricia C. ArrowoodPages233-240",3,32,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Metabolic rates of red-tailed hawks and great horned owlsAuthor(s)Pakpahan, Ani M., Jonathon B. Haufler and Harold H. PrincePages1000-1002YearSunday, January 1, 1989 - 12:00Volume91",,0.343,mean standard metabolic rate,Female,Adult,2 birds,,Exposure Factor Datasets,,,28,Metabolic Rate,ml O^2/g bw/hr,fasted,0.044,,Laboratory,Metabolic rates of red-tailed hawks and great horned owls,"Pakpahan, Ani M., Jonathon B. Haufler, Harold H. PrincePages1000-1002",,91,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Food habits of the great horned owl (Bubo virginianus) in the cape region of Lower California, MexicoAuthor(s)Llinas-Gutierrez, Jorge, Gustavo Arnaud and Marcos AcevedoPages140-141YearTuesday, January 1, 1991 - 12:00Issue4Volume25",,"mammals (47.0%), birds (5.2%), reptiles (15.7%), arachnids (8.7%), centipedes (7.0%), insects (16.5%)","percent of total numbers of prey items in diet, based on pellet analysis",Both Male and Female,Adult,2 owls (49 pellets),"El Comitan, Baja California Sur",Exposure Factor Datasets,,MEXICO,28,Dietary Composition,,nesting,,,,"Food habits of the great horned owl (Bubo virginianus) in the cape region of Lower California, Mexico","Llinas-Gutierrez, Jorge, Gustavo Arnaud, Marcos AcevedoPages140-141",4,25,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Impacts of a nuclear energy facility on raptorial birdsAuthor(s)Fitzner, R.E.Pages9-33PublisherU.S. Fish and Wildlife ServiceYearTuesday, January 1, 1980 - 12:00",,,range of numbers of nesting pairs counted annually on a 1476 sq km study site,Both Male and Female,Adult,4 years,"Hanford Site, Benton and Franklin Counties",Exposure Factor Datasets,,,28,Population Density,pairs/study site,,,,,Impacts of a nuclear energy facility on raptorial birds,"Fitzner, R.E.Pages9-33PublisherU.S. Fish, Wildlife Service",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Hawks, Owls and WildlifeAuthor(s)Craighead, John J. and Frank C. Craighead, Jr.Pages443PublisherDover Publications, Inc.YearWednesday, January 1, 1969 - 12:00",,,"observed range of movement during nesting, based on observations of individual or pair movements",Not Reported,Adult,4 birds,Jackson Hole,Exposure Factor Datasets,,,28,Territory Size,mi^2,,,,,"Hawks, Owls and Wildlife","Craighead, John J., Frank C. Craighead, Jr.Pages443PublisherDover Publications, Inc",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Non-territorial 'floaters' in great horned owls:  space use during a cyclic peak of snowshoe haresAuthor(s)Rohner, ChristophPages901-912YearWednesday, January 1, 1997 - 12:00Volume53",,24.8-26.1,mean home range size of nonterritorial individuals in 1990 and 1991,Both Male and Female,Adult,"6 (1990), 8 (1991)","Kluane Lake (60 deg57'N, 138deg12'W), Yukon",Exposure Factor Datasets,,CANADA,28,Home Range,square km,,,,,Non-territorial 'floaters' in great horned owls:  space use during a cyclic peak of snowshoe hares,"Rohner, ChristophPages901-912",,53,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Delayed nesting decreases reproductive success in northern flickers: implications for competition with European starlingsAuthor(s)Ingold, Danny J.Pages321-326YearMonday, January 1, 1996 - 12:00Issue2Volume67",,3.25,"average number of nestlings from clutches laid late in the breeding season (1990-1992, 1994)",Not Reported,Nestling,4 clutches,"New Concord, Muskingum County (40 deg, 00'N, 81 deg, 46'W)",Exposure Factor Datasets,,,28,Hatching Success,nestlings/clutch,,,,,Delayed nesting decreases reproductive success in northern flickers: implications for competition with European starlings,"Ingold, Danny J.Pages321-326",2,67,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Northern Flicker (Colaptes auratus)Author(s)Moore, William S.Pages1-28PublisherThe Academy of Natural Sciences; Philadelphia, PA: The American Ornithologists' Union, Washington, D.C.YearSunday, January 1, 1995 - 12:00",,review,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,"CANADA, USA",28,Age at Sexual Maturity,,,,,,Northern Flicker (Colaptes auratus),"Moore, William S.Pages1-28PublisherThe Academy of Natural Sciences; Philadelphia, PA: The American Ornithologists' Union, Washington, D.C",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Effects of brood parasitism by brown-headed cowbirds on willow flycatcher nesting success along the Kern River, CaliforniaAuthor(s)Harris, John H.Pages13-26YearTuesday, January 1, 1991 - 12:00Volume22",,16%,Percent of nests that fledged young,Not Reported,Fledgling,19 nests,Kern River Preserve,Exposure Factor Datasets,Kern,,28,Fledging or Weaning Rate,,,,,,"Effects of brood parasitism by brown-headed cowbirds on willow flycatcher nesting success along the Kern River, California","Harris, John H.Pages13-26",,22,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:A high incidence of brown-headed cowbird parasitism of willow flycatchersAuthor(s)Sedgwick, James A. and Fritz L. KnopfPages253-256YearFriday, January 1, 1988 - 12:00Volume90",,56.30%,percent of unparasitized nests with at least one fledgling,Not Reported,Fledgling,16 nests,"Illinois River, Arapahoe National Wildlife Refuge (elev. 2,500 m)",Exposure Factor Datasets,,,28,Fledging or Weaning Rate,,,,,,A high incidence of brown-headed cowbird parasitism of willow flycatchers,"Sedgwick, James A., Fritz L. KnopfPages253-256",,90,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Time and energy budgets of the willow flycatcher (Empidonax traillii) during the breeding seasonAuthor(s)Ettinger, Amelia O. and James R. KingPages533-546YearTuesday, January 1, 1980 - 12:00Volume97",,,total daily energy expenditure,Male,Adult,2-4 birds per breeding phase,Hudson Biological Reserve,Exposure Factor Datasets,,,28,Metabolic Rate,kJ/h,breeding,,,,Time and energy budgets of the willow flycatcher (Empidonax traillii) during the breeding season,"Ettinger, Amelia O., James R. KingPages533-546",,97,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Flock size, composition, and behavior in a population of bushtits (Psaltriparus minimus)Author(s)Ervin, StephenPages97-191YearSaturday, January 1, 1977 - 12:00Issue2Volume48",,See figure,figure showing mapping of approximate ranges of two flocks during one season,Both Male and Female,Not Reported,2 flocks,University of California campus,Exposure Factor Datasets,Santa Barbara,,28,Foraging Distance,,nonbreeding,,,,"Flock size, composition, and behavior in a population of bushtits (Psaltriparus minimus)","Ervin, StephenPages97-191",2,48,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:The effects of fencelines on the reproductive success of loggerhead shrikesAuthor(s)Yosef, ReuvenPages281-285YearSaturday, January 1, 1994 - 12:00Issue1Volume8",,1.8,average number of hatchlings per nest,Not Reported,Hatchling,"64 clutches, 245 eggs",Archbold Biological Station,Exposure Factor Datasets,,,28,Hatching Success,hatchlings/nest,,2.0 SD,,,The effects of fencelines on the reproductive success of loggerhead shrikes,"Yosef, ReuvenPages281-285",1,8,,
