species_category,page_url,table_index,row_index,document_name,document_author,document_year,table_caption,Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Sample Size,Location,Type,California Counties,Countries,page_number,Exposure Endpoint Type,Units,Condition,Error,Age-Specific,Lab,parsed_document_title,parsed_authors,parsed_issue,parsed_volume,parsed_year,parsed_journal
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of dietary cadmium on mallard ducklingsAuthor(s)Cain, Brian W., Lou Sileo, J. Christian Franson and John MoorePages286-297YearSaturday, January 1, 1983 - 12:00Volume32",CADMIUM CHLORIDE,no effect,"body weight, liver weight, and femur density compared to controls",Not Reported,Juvenile,12 birds per timexdose treatment,day old,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Effects of dietary cadmium on mallard ducklings,"Cain, Brian W., Lou Sileo, J. Christian Franson, John MoorePages286-297",,32,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Interactive effects of boron, selenium, and dietary protein on survival, growth, and physiology in mallard ducklingsAuthor(s)Hoffman, David J., Caroline J. Sanderson, Leonard J. LeCaptain, Eugene Cromartie and Grey W. PendletonPages288-294YearTuesday, January 1, 1991 - 12:00Volume20","BORIC ACID, SELENOMETHIONINE","10.8 (@ 15 ppm Se), 56.0 (@ 60 ppm) ppm Se, wet wt11.0 (@ 1000 ppm B) ppm B, wet wt",geometric mean Se and B concentrations in liver,Not Reported,Juvenile,15 birds/group,,Toxicity Factor Datasets,,,13,,,,,day old,Laboratory,"Interactive effects of boron, selenium, and dietary protein on survival, growth, and physiology in mallard ducklings","Hoffman, David J., Caroline J. Sanderson, Leonard J. LeCaptain, Eugene Cromartie, Grey W. PendletonPages288-294",,20,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of lead shot ingestion on selected cells of the mallard immune systemAuthor(s)Rocke, Tonie E. and Michael D. SamuelPages1-9YearTuesday, January 1, 1991 - 12:00Issue1Volume27",LEAD (elemental),"ppm wet wt: 1.21 (0.78), blood; 2.32 (1.10), liver; 131.13 (90.94), femur @ 2 #four shot","mean (2SE) lead concentrations in liver, femur and blood",Female,Adult,24 birds,Sacramento National Wildlife Refuge,Toxicity Factor Datasets,Sacramento,,13,,,,,1 yr,,Effects of lead shot ingestion on selected cells of the mallard immune system,"Rocke, Tonie E., Michael D. SamuelPages1-9",1,27,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Embryotoxic and biochemical effects of waste crankcase oil on bird's eggsAuthor(s)Hoffman, David J., William C. Eastin, Jr. and Martha L. GayPages230-241YearFriday, January 1, 1982 - 12:00Volume63",CRUDE OILS,"decrease @ 5, 15 ul/egg","red blood cell and liver ALAD activity, hemoglobin concentration, plasma uric acid, and plasma ALT and AST activities compared to controls",Both Male and Female,Hatchling,100 eggs/dose,,Toxicity Factor Datasets,,,13,,,,,days 2-16 of incubation,Laboratory,Embryotoxic and biochemical effects of waste crankcase oil on bird's eggs,"Hoffman, David J., William C. Eastin, Jr., Martha L. GayPages230-241",,63,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effect of DDE on the Ca metabolism of the duck eggshell gland and its subcellular fractions; Relations to the functional stageAuthor(s)Lundholm, C.E.Pages5-12YearSunday, January 1, 1984 - 12:00Volume78","DDE (4,4'-)",28% decrease @ 40 mg/kg,"eggshell index (shell weight/shell length x breadth), compared to control",Female,Adult,9-20/group,,Toxicity Factor Datasets,,,13,,,,,1 yr,Laboratory,Effect of DDE on the Ca metabolism of the duck eggshell gland and its subcellular fractions; Relations to the functional stage,"Lundholm, C.E.Pages5-12",,78,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of petroleum on adrenocortical activity and on hepatic naphthalene-metabolizing activity in mallard ducksAuthor(s)Gorsline, J. and W.N. HolmesPages765-777YearThursday, January 1, 1981 - 12:00Volume10",CRUDE OILS,"increase @ 0.5, 1, 3%",hepatic microsomal naphthalene metabolism (nmol/min/mg protein),Male,Juvenile,Not Reported,,Toxicity Factor Datasets,,,13,,,,,18 wks,Laboratory,Effects of petroleum on adrenocortical activity and on hepatic naphthalene-metabolizing activity in mallard ducks,"Gorsline, J., W.N. HolmesPages765-777",,10,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Oil and related toxicant effects on mallard immune defensesAuthor(s)Rocke, T.E., T.M. Yuill and R.D. HinsdillPages343-352YearSunday, January 1, 1984 - 12:00Volume33",CRUDE OILS,no effect,"body weight, gross lesions or signs of clinical illness, compared to controls",Male,Adult,5/dose,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Oil and related toxicant effects on mallard immune defenses,"Rocke, T.E., T.M. Yuill, R.D. HinsdillPages343-352",,33,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Embryotoxic and teratogenic effects of crude oil on mallard embryos on day one of developmentAuthor(s)Hoffman, David J.Pages632-637YearMonday, January 1, 1979 - 12:00Volume22",CRUDE OILS,"increase @ 1, 5 ul","% abnormal survivors, compared to controls",Both Male and Female,Embryo,50/dose,,Toxicity Factor Datasets,,,13,,,,,1d of development,Laboratory,Embryotoxic and teratogenic effects of crude oil on mallard embryos on day one of development,"Hoffman, David J.Pages632-637",,22,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Toxicity of white phosphorus to waterfowl: Acute exposure to mallardsAuthor(s)Sparling, Donald W., Mary Gustafson, Patrice Klein and Natalie Karouna-RenierPages187-197YearWednesday, January 1, 1997 - 12:00Volume33",PHOSPHORUS (YELLOW OR WHITE),6.96 mg/kg bw (2.66-8.96 95% CI),24 hour median lethal dose,Female,Adult,6 birds/dose,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Toxicity of white phosphorus to waterfowl: Acute exposure to mallards,"Sparling, Donald W., Mary Gustafson, Patrice Klein, Natalie Karouna-RenierPages187-197",,33,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of Aroclor 1254 on the thyroid gland, immune function and hepatic cytochrome P450 activity in mallardsAuthor(s)Fowles, Jefferson R., Anne Fairbrother, Kimberly A. Trust and Nancy I. KerkvlietPages119-129YearWednesday, January 1, 1997 - 12:00Volume75",AROCLOR 1254,"increased @ 100, 250, 500 mg/kg bw",thyroid wt/body wt and liver wt/body wt ratios versus controls,Male,Adult,6-12/dose,,Toxicity Factor Datasets,,,13,,,,,1-2 yr,Laboratory,"Effects of Aroclor 1254 on the thyroid gland, immune function and hepatic cytochrome P450 activity in mallards","Fowles, Jefferson R., Anne Fairbrother, Kimberly A. Trust, Nancy I. KerkvlietPages119-129",,75,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Subchronic and reproductive toxicity of emamectin benzoate to mallard ducks and northern bobwhite quailAuthor(s)O'Grodnick, Joseph S., Peter G. Wislocki, Kevin P. Keenan, Joann B. Beavers, Larry T. Frey, and Mark JaberPages2318-2324YearThursday, January 1, 1998 - 12:00Issue11Volume17",EMAMECTIN BENZOATE,no effect,"microscopic changes to brain, spinal cord, or peripheral nerves versus controls",Both Male and Female,Adult,16 pairs/group,,Toxicity Factor Datasets,,,13,,,,,22 weeks,Laboratory,Subchronic and reproductive toxicity of emamectin benzoate to mallard ducks and northern bobwhite quail,"O'Grodnick, Joseph S., Peter G. Wislocki, Kevin P. Keenan, Joann B. Beavers, Larry T. Frey,, Mark JaberPages2318-2324",11,17,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of boron and selenium on mallard reproduction and duckling growth and survivalAuthor(s)Stanley, Thomas R., Jr., Gregory J. Smith, David J. Hoffman, Gary H. Heinz, and Roger RosscoePages1124-1132YearMonday, January 1, 1996 - 12:00Issue7Volume15","BORIC ACID, SELENOMETHIONINE",reduced @ 900 ppm B,body weight versus controls,Both Male and Female,Adult,14 pairs/treatment,,Toxicity Factor Datasets,,,13,,,,,1 yr,Laboratory,Effects of boron and selenium on mallard reproduction and duckling growth and survival,"Stanley, Thomas R., Jr., Gregory J. Smith, David J. Hoffman, Gary H. Heinz,, Roger RosscoePages1124-1132",7,15,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Toxicity of lead-contaminated sediment to mallardsAuthor(s)Heinz, G.H., D.J. Hoffman, L. Sileo, D.J. Audet, and L.J. LeCaptainPages323-333YearFriday, January 1, 1999 - 12:00Volume36",LEAD COMPOUNDS,no effect,body weight versus controls,Male,Adult,10/ Pb treatment; 20/control treatment,,Toxicity Factor Datasets,,,13,,,,,approx. 5 mo,Laboratory,Toxicity of lead-contaminated sediment to mallards,"Heinz, G.H., D.J. Hoffman, L. Sileo, D.J. Audet,, L.J. LeCaptainPages323-333",,36,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,1,1,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Toxicity of lead-contaminated sediment to mallardsAuthor(s)Heinz, G.H., D.J. Hoffman, L. Sileo, D.J. Audet, and L.J. LeCaptainPages323-333YearFriday, January 1, 1999 - 12:00Volume36",LEAD COMPOUNDS,increased @ 869 and 954 ug/g,protoporphyrin versus corn or complete diet controls,Male,Adult,5/ Pb treatment;3/control treatments,,Toxicity Factor Datasets,,,13,,,,,approx. 7 mo,Laboratory,Toxicity of lead-contaminated sediment to mallards,"Heinz, G.H., D.J. Hoffman, L. Sileo, D.J. Audet,, L.J. LeCaptainPages323-333",,36,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of mercury and selenium on glutathione metabolism and oxidative stress in mallardsAuthor(s)Hoffman, David J., and Gary H. HeinzPages161-166YearThursday, January 1, 1998 - 12:00Issue2Volume17","METHYLMERCURY CHLORIDE, SELENOMETHIONINE",increased @ 10 ppm Se,hepatic GSSG reductase activity versus controls,Male,Adult,12/treatment,,Toxicity Factor Datasets,,,13,,,,,18 mo,Laboratory,Effects of mercury and selenium on glutathione metabolism and oxidative stress in mallards,"Hoffman, David J.,, Gary H. HeinzPages161-166",2,17,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Toxicity of ingested bismuth alloy shot in game-farm mallards: Chronic health effects and effects on reproductionAuthor(s)Sanderson, Glen C., William L. Anderson, George L. Foley, Karen L. Duncan, Loretta M. Skowron, Jeffrey D. Brawn and James W. SeetsPages217-252YearWednesday, January 1, 1997 - 12:00Volume35","BISMUTH COMPOUNDS, IRON COMPOUNDS, LEAD (elemental)",increased with Fe,weight of eggs that hatched versus controls,Female,Adult,"18 pairs/group (control, Fe, Bi); 6 pairs/Pb group",,Toxicity Factor Datasets,,,13,,,,,6-8 mo,Laboratory,Toxicity of ingested bismuth alloy shot in game-farm mallards: Chronic health effects and effects on reproduction,"Sanderson, Glen C., William L. Anderson, George L. Foley, Karen L. Duncan, Loretta M. Skowron, Jeffrey D. Brawn, James W. SeetsPages217-252",,35,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Subchronic effects of sodium selenite and selenomethionine on several immune functions in mallards.Author(s)Fairbrother, A. and J. FowlesPages836-844YearMonday, January 1, 1990 - 12:00Volume19","SELENITE, SODIUM, SELENOMETHIONINE",decreased,blood monocyte counts after 78 days exposure versus controls,Male,Adult,Controls = 24Treated = 8,Laboratory,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Subchronic effects of sodium selenite and selenomethionine on several immune functions in mallards,"Fairbrother, A., J. FowlesPages836-844YearMonday, January 1, 1990 - 12:00",,19,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Interactive effects of selenium, methionine, and dietary protein on survival, growth, and physiology in mallard ducklings.Author(s)Hoffman, D.J., C.J. Sanderson, L.J. LeCaptain, E. Cromartie and G.W. PendletonPages163-171YearWednesday, January 1, 1992 - 12:00Volume23",SELENOMETHIONINE,"increased @ 15 (GSH-peroxidase only), 60 ppm Se, adequate protein",plasma GSH-peroxidase and alkaline phosphatase activities versus controls,Not Reported,Juvenile,15/group,,Toxicity Factor Datasets,,,13,,,,,1-day old,Laboratory,"Interactive effects of selenium, methionine, and dietary protein on survival, growth, and physiology in mallard ducklings","Hoffman, D.J., C.J. Sanderson, L.J. LeCaptain, E. Cromartie, G.W. PendletonPages163-171YearWednesday, January 1, 1992 - 12:00",,23,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effect of age on sensitivity: Acute oral toxicity of 14 pesticides to mallard ducks of several agesAuthor(s)Hudson, R.H., R.K. Tucker and M.A. HaegelePages556-561YearSaturday, January 1, 1972 - 12:00Volume22",ALDICARB,6.73 mg/kg,LD50,Both Male and Female,Juvenile,5,,Toxicity Factor Datasets,,,13,,,,,30 days,Laboratory,Effect of age on sensitivity: Acute oral toxicity of 14 pesticides to mallard ducks of several ages,"Hudson, R.H., R.K. Tucker, M.A. HaegelePages556-561",,22,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of DDT on eggshell quality and calcium adenosine triphosphataseAuthor(s)Kolaja, Gerald J. and David E. HintonPages699-704YearSaturday, January 1, 1977 - 12:00Volume3","DDT (4,4'-)",decreased,eggshell weight versus controls,Female,Adult,5 hens; 19 eggs,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Effects of DDT on eggshell quality and calcium adenosine triphosphatase,"Kolaja, Gerald J., David E. HintonPages699-704",,3,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of cadmium ingestion and food restriction on energy metabolism and tissue metal concentrations in mallard ducks (Anas platyrhynchos)Author(s)Di Giulio, R.T. and P.F. ScanlonPages433-444YearTuesday, January 1, 1985 - 12:00Volume37",CADMIUM CHLORIDE,no effect,"brain, liver, kidney, testes weights versus controls",Male,Adult,8,,Toxicity Factor Datasets,,,13,,,,,32 weeks,Laboratory,Effects of cadmium ingestion and food restriction on energy metabolism and t,"Di Giulio, R.T., P.F. ScanlonPages433-444",,37,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Toxicity of organic and inorganic selenium to mallard ducklingsAuthor(s)Heinz, G.H., D.J. Hoffman and L.G. GoldPages561-568YearFriday, January 1, 1988 - 12:00Volume17","SELENITE, SODIUM, SELENOMETHIONINE","increased @ 40, 80 ppm selenite or selenomethionine",duckling mortality versus controls,Not Reported,Juvenile,40 birds/group,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Toxicity of organic and inorganic selenium to mallard ducklings,"Heinz, G.H., D.J. Hoffman, L.G. GoldPages561-568",,17,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:DDT thins shells of eggs from mallard ducks maintained on ad libitum or controlled-feeding regimesAuthor(s)Davison, K.L. and J.L. SellPages222-232YearTuesday, January 1, 1974 - 12:00Volume2",DDT (Technical Grade Mixture),decrease @ 20 - 200 ppm,"eggshell thickness, weight and calcium concentration",Female,Adult,18/dose,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,DDT thins shells of eggs from mallard ducks maintained on ad libitum or controlled-feeding regimes,"Davison, K.L., J.L. SellPages222-232",,2,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of lindane, paraquat, toxaphene and 2,4,5-trichlorphenoxyacetic acid on mallard embryo developmentAuthor(s)Hoffman, David J. and William C. Eastin, Jr.Pages79-86YearFriday, January 1, 1982 - 12:00Volume11",LINDANE,62 lbs AI/acre (slope = 8.13) for exposure of 3d embryo; 52 lbs AI/acre (slope = 9.19) for exposure of 8d embryo,LC50,Not Reported,Embryo,30/dose,,Toxicity Factor Datasets,,,13,,,,,3 or 8d of development,Laboratory,"Effects of lindane, paraquat, toxaphene and 2,4,5-trichlorphenoxyacetic acid on mallard embryo development","Hoffman, David J., William C. Eastin, Jr.Pages79-86",,11,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of ingested crude oil on thryoid hormones and on the mixed function oxidase system in ducksAuthor(s)Jenssen, Bjorn Munro, Morten Ekker and Kolbjorn ZahlsenPages213-216YearMonday, January 1, 1990 - 12:00Volume95",CRUDE OILS,53% increase,plasma triiodothryonine concentration,Not Reported,Adult,5/dose,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Effects of ingested crude oil on thryoid hormones and on the mixed function oxidase system in ducks,"Jenssen, Bjorn Munro, Morten Ekker, Kolbjorn ZahlsenPages213-216",,95,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Tissue-specific bioenergetic effects and increased enzymatic activities following acute sublethal peroral exposure to cyanide in the mallard duckAuthor(s)Ma, Juntao and Chris A. PritsosPages297-302YearWednesday, January 1, 1997 - 12:00Volume142",CYANIDE,decreased @ all doses,ATP levels in liver and brain tissues versus controls,Female,Adult,5/treatment,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,T,"Ma, Juntao, Chris A. PritsosPages297-302",,142,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Influence of dietary calcium on lead poisoning in mallard ducks (Anas platyrynchos)Author(s)Carlson, Brent L. and Svend W. NielsenPages276-282YearTuesday, January 1, 1985 - 12:00Issue1Volume46",LEAD (elemental),increased in all groups dosed with lead shot,"incidence of clinical signs, weight loss, breast muscle atrophy",Both Male and Female,Adult,treatment = 10/groupcontrol = 5,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Influence of dietary calcium on lead poisoning in mallard ducks (Anas platyrynchos),"Carlson, Brent L., Svend W. NielsenPages276-282",1,46,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Embryotoxic and teratogenic effects of selenium in the diet of mallardsAuthor(s)Hoffman, David J. and Gary H. HeinzPages477-490YearFriday, January 1, 1988 - 12:00Volume24","SELENITE, SODIUM, SELENOMETHIONINE","decreased @ 25 ppm (selenite), 10 ppm (selenomethionine)",hatchability compared to controls,Not Reported,Juvenile,5-11 pairs/group,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Embryotoxic and teratogenic effects of selenium in the diet of mallards,"Hoffman, David J., Gary H. HeinzPages477-490",,24,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of carbaryl grasshopper control on nesting killdeer in North DakotaAuthor(s)Fair, Jeanne M, Patricia L. Kennedy and Lowell C. McEwenPages881-890YearSunday, January 1, 1995 - 12:00Issue5Volume14",CARBARYL,no effect,brain acetylcholinesterase activity,Not Reported,Not Reported,6-13 birds/group,,Toxicity Factor Datasets,,,13,,,,,,,Effects of carbaryl grasshopper control on nesting killdeer in North Dakota,"Fair, Jeanne M, Patricia L. Kennedy, Lowell C. McEwenPages881-890",5,14,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Shell thinning in eggs of Ungava peregrinesAuthor(s)Berger, Daniel D., Daniel W. Anderson, James D. Weaver, and Robert W. RisebroughPages265-267YearThursday, January 1, 1970 - 12:00Volume84","DDE (4,4'-)","12.7 +/- 8.7 ppm (wet wt), 253 +/- 160 ppm (lipid wt)",mean (+/-SE) DDE concentration in eggs,Female,Adult,10 eggs,"Ungava region, Quebec; islands of Northwest Territories",Toxicity Factor Datasets,,CANADA,13,,,,,,,Shell thinning in eggs of Ungava peregrines,"Berger, Daniel D., Daniel W. Anderson, James D. Weaver,, Robert W. RisebroughPages265-267",,84,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Long term trends and sources of organochlorine contamination in Canadian tundra peregrine falcons, Falco peregrinus tundriusAuthor(s)Johnstone, Robin M., Gordon S. Court, Adrian C. Fesser, D. Mark Bradley, Lynn W. Oliphant, and James D. MacNeilPages109-120YearMonday, January 1, 1996 - 12:00Issue2Volume93","DDE (4,4'-), DIELDRIN, POLYCHLORINATED BIPHENYLS","liver:  1.58-59.45, PCBs; 0.99-18.84, DDE; 0.06-0.79, dieldrinbreast:  0.35-57.30, PCBs; 0.30-16.95, DDE; 0-0.19, dieldrin","range of residues in liver and breast muscle (ppm, wet wt) of 22-31 day old nestlings found dead",Not Reported,Juvenile,7 birds,Rankin Inlet,Toxicity Factor Datasets,,,13,,,,,,,"Long term trends and sources of organochlorine contamination in Canadian tundra peregrine falcons, Falco peregrinus tundrius","Johnstone, Robin M., Gordon S. Court, Adrian C. Fesser, D. Mark Bradley, Lynn W. Oliphant,, James D. MacNeilPages109-120",2,93,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Organochlorines and mercury in the eggs of British peregrines Falco peregrinusAuthor(s)Newton, I., J.A. Bogan, and M.B. HaasPages353-376YearSunday, January 1, 1989 - 12:00Volume131",MERCURY (elemental),brood size = 0.848 - 0.635(log DDE) - 0.271(log Hg),linear regression of brood size vs mercury and DDE concentrations in eggs,Female,Adult,60 eggs,,Toxicity Factor Datasets,,UNITED KINGDOM,13,,,,,,,Organochlorines and mercury in the eggs of British peregrines Falco peregrinus,"Newton, I., J.A. Bogan,, M.B. HaasPages353-376",,131,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Parathion accumulation in cricket frogs and its effect on American kestrelsAuthor(s)Fleming, W. James, Haydee de Chacin, Oliver H. Pattee and Thair G. LamontPages921-927YearFriday, January 1, 1982 - 12:00Volume10",PARATHION,25% at 4.6 ppm,,Not Reported,Adult,4/group,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Parathion accumulation in cricket frogs and its effect on American kestrels,"Fleming, W. James, Haydee de Chacin, Oliver H. Pattee, Thair G. LamontPages921-927",,10,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Effects of chronic dietary lead in American kestrels (Falco sparverius)Author(s)Franson, J. Christian, Louis Sileo, Oliver H. Pattee and John F. MoorePages110-113YearSaturday, January 1, 1983 - 12:00Issue2Volume19",LEAD (elemental),no effect,mean packed cell volume and red blood cell hemoglobin,Both Male and Female,Adult,16 pairs/dose,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Effects of chronic dietary lead in American kestrels (Falco sparverius),"Franson, J. Christian, Louis Sileo, Oliver H. Pattee, John F. MoorePages110-113",2,19,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Methyl parathion and fenvalerate toxicity in American kestrels:  acute physiological responses and effects of coldAuthor(s)Rattner, Barnett A. and J. Christian FransonPages787-792YearSunday, January 1, 1984 - 12:00Volume62",METHYLPARATHION,"increased at 2, 3 mg/kg bw","abnormal posture, ataxia, paresis",Both Male and Female,Adult,5/dose,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Methyl parathion and fenvalerate toxicity in American kestrels:  acute physiological responses and effects of cold,"Rattner, Barnett A., J. Christian FransonPages787-792",,62,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Dietary exposure of kestrels to leadAuthor(s)Stendell, Rey C.Pages527-530YearTuesday, January 1, 1980 - 12:00Issue2Volume44",LEAD COMPOUNDS,7.63 (1.03 SE) ppm at 29.3 ppm,mean lead concentration (wet wt) in bone,Female,Adult,3/group,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Dietary exposure of kestrels to lead,"Stendell, Rey C.Pages527-530",2,44,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:DDE at Low Dietary Levels Kills Captive American KestrelsAuthor(s)Porter, Richard D. and Stanley N. WiemeyerPages193-199YearSaturday, January 1, 1972 - 12:00Issue4Volume8","DDE (4,4'-)",232.9 ppm (dry wt),mean brain residues in birds that survived,Male,Adult,11,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,DDE at Low Dietary Levels Kills Captive American Kestrels,"Porter, Richard D., Stanley N. WiemeyerPages193-199",4,8,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Birds of prey, DDT, and tussock moths in Pacific NorthwestAuthor(s)Henny, Charles J.Pages397-411YearSaturday, January 1, 1977 - 12:00Volume42",DDT (Technical Grade Mixture),no effect,mean productivity (young produced),Both Male and Female,Adult,21 eggs,"La Grande-Enterprise (OR), Potlatch (ID)",Toxicity Factor Datasets,,,13,,,,,,,"Birds of prey, DDT, and tussock moths in Pacific Northwest","Henny, Charles J.Pages397-411",,42,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=11,0,0,,"Author(s)Davison, K.L. and J.L. Sell",1974,"Citation:Synergistic effects of Aroclor 1254 on the semen characteristics of American kestrelsAuthor(s)Bird, D.M., P.H. Tucker, G.A. Fox and P.C. LaguePages633-640YearSaturday, January 1, 1983 - 12:00Volume12","AROCLOR 1254, MIREX",73.3% increase @ 8ppm mirex + 33 ppm Aroclor,semen volume,Male,Adult,5-10/group,,Toxicity Factor Datasets,,,13,,,,,,Laboratory,Synergistic effects of Aroclor 1254 on the semen characteristics of American kestrels,"Bird, D.M., P.H. Tucker, G.A. Fox, P.C. LaguePages633-640",,12,,
